"Repository","Author","EmailMasked","Commits","NonMergeCommits","MergeCommits","Additions","Deletions","Net","UniqueFiles","FileModifications","FirstCommit","LastCommit","ActiveDays","AverageAdditions","AverageDeletions","MaxCommit","MaxCommitSubject","MaxCommitChurn"
"Frontend","hekmatyar_hj","1935***@163.com","10","10","0","32305","1039","31266","331","495","2026-07-16T12:06:49.0000000+08:00","2026-07-19T11:13:34.0000000+08:00","4","3230.5","103.9","dd1c3a5","chore: initialize frontend repository and documentation set","8293"
