"Repository","Author","EmailMasked","Commits","NonMergeCommits","MergeCommits","Additions","Deletions","Net","UniqueFiles","FileModifications","FirstCommit","LastCommit","ActiveDays","AverageAdditions","AverageDeletions","MaxCommit","MaxCommitSubject","MaxCommitChurn"
"Backend","hekmatyar_hj","1935***@163.com","13","13","0","25373","293","25080","262","398","2026-07-02T21:49:47.0000000+08:00","2026-07-04T22:22:55.0000000+08:00","3","1951.8","22.5","5db2a76","chore: add common infrastructure and project documents","4557"
